ID,Site,ClosestWS,Weatherperiod,DateStart,TimeStart,Datetime_Start,DateEnd,TimeEnd,Datetime_End,Totaldays,Totalhours,Count,Count3.5,LogCount3.5,LnCount3.5,WindSpeedAvg,WindSpeedWSonly,WindDirection,TempAvg,Tempmin,Tempmax,Rhavg,BaroAvg,Scatcount,Scatcategory,Scatpair,Habitatamount,Habitatcategory,Habitatpair,BMHabitat,BMHabitat2
2,Kennels,DanishMet/nearAirport,1,6/2/2017,18:00,6/2/2017 18:00,6/2/2017,21:05,6/2/2017 21:05,0.128472222,3.08,1,1,0,0,3.777777778,,83.33333333,15.33333333,14,16,24,1014.666667,100,High,,0,Low,,HighLow,
3,KISS,DanishMet/nearAirport,1,6/2/2017,18:07,6/2/2017 18:07,6/2/2017,21:10,6/2/2017 21:10,0.127083333,3.05,1,1,0,0,3.777777778,,83.33333333,15.33333333,14,16,24,1014.666667,100,High,2,8675,Low,3,HighLow,HighLow
1,Oil,DanishMet/nearAirport,1,6/2/2017,17:45,6/2/2017 17:45,6/2/2017,20:50,6/2/2017 20:50,0.128472222,3.08,106,120,2.079181246,4.787491743,3.604166667,,87.5,15.5,14,16,23.75,1014.75,10,Low,2,11742.1,High,3,LowHigh,LowHigh
4,Golf,DanishMet,2,6/4/2017,18:00,6/4/2017 18:00,6/4/2017,20:00,6/4/2017 20:00,0.083333333,2,0,0,0,0,5.138888889,,95,9.5,9,10,52,1015,0,Low,3,27609,High,2,LowHigh,LowHigh
5,Kforest,DanishMet,2,6/4/2017,18:00,6/4/2017 18:00,6/4/2017,20:00,6/4/2017 20:00,0.083333333,2,3,5,0.698970004,1.609437912,5.138888889,,95,9.5,9,10,52,1015,19,Med,3,2331,Low,2,MedLow,LowLow
6,KISS,DanishMet,3,6/5/2017,15:40,6/5/2017 15:40,6/5/2017,21:20,6/5/2017 21:20,0.236111111,5.67,0,0,0,0,8.574074074,,253.3333333,9.5,8,10,58,1017.833333,100,High,2,8675,Low,3,HighLow,HighLow
9,Golf,DanishMet,4,6/5/2017,18:25,6/5/2017 18:25,6/5/2017,22:10,6/5/2017 22:10,0.15625,3.75,1,1,0,0,7.972222222,,267.5,8.75,8,10,57.75,1018,0,Low,3,27609,High,2,LowHigh,LowHigh
10,Kforest,DanishMet,4,6/5/2017,18:30,6/5/2017 18:30,6/5/2017,22:15,6/5/2017 22:15,0.15625,3.75,0,0,0,0,7.972222222,,267.5,8.75,8,10,57.75,1018,19,Med,3,2331,Low,2,MedLow,LowLow
7,Oil,DanishMet,4,6/5/2017,18:10,6/5/2017 18:10,6/5/2017,22:00,6/5/2017 22:00,0.159722222,3.83,0,0,0,0,7.972222222,,267.5,8.75,8,10,57.75,1018,10,Low,2,11742.1,High,3,LowHigh,LowHigh
8,River over,Waterfall,4,6/5/2017,18:20,6/5/2017 18:20,6/5/2017,22:00,6/5/2017 22:00,0.152777778,3.67,0,0,0,0,7.972222222,,267.5,8.75,6.6,10,57.75,1018,10,Low,,0,High,,LowHigh,
11,Camp,Waterfall,5,6/6/2017,9:00,6/6/2017 9:00,6/6/2017,11:00,6/6/2017 11:00,0.083333333,2,28,49,1.69019608,3.891820298,1.555555556,,0,8.5,6.6,9,53.5,1016.5,20,Med,5,1495,Low,6,MedLow,LowLow
12,Golf,DanishMet,6,6/6/2017,17:48,6/6/2017 17:48,6/6/2017,21:28,6/6/2017 21:28,0.152777778,3.67,301,287,2.457881897,5.659482216,4.5,,190,10.75,10,11,56,1014,0,Low,3,27609,High,2,LowHigh,LowHigh
13,Kforest,DanishMet,6,6/6/2017,17:53,6/6/2017 17:53,6/6/2017,21:34,6/6/2017 21:34,0.153472222,3.68,397,377,2.57634135,5.932245187,4.5,,190,10.75,10,11,56,1014,19,Med,3,2331,Low,2,MedLow,LowLow
17,KISS,DanishMet,6,6/6/2017,19:45,6/6/2017 19:45,6/6/2017,21:00,6/6/2017 21:00,0.052083333,1.25,67,188,2.274157849,5.236441963,3.347222223,,130,11,11,11,54,1014,100,High,2,8675,Low,3,HighLow,HighLow
16,Seatomato,Waterfall,6,6/6/2017,18:21,6/6/2017 18:21,6/6/2017,22:00,6/6/2017 22:00,0.152083333,3.65,24,23,1.361727836,3.135494216,3.986111111,,130,10.75,8.6,11,56,1014,35,Med,4,8857,High,6,MedHigh,LowHigh
15,Waterfall,Waterfall,6,6/6/2017,18:11,6/6/2017 18:11,6/6/2017,21:49,6/6/2017 21:49,0.151388889,3.63,95,92,1.963787827,4.521788577,3.986111111,,130,10.75,8.6,11,56,1014,101,High,4,8034,High,1,HighHigh,HighHigh
14,Waterfall up,Waterfall,6,6/6/2017,18:05,6/6/2017 18:05,6/6/2017,21:46,6/6/2017 21:46,0.153472222,3.68,80,76,1.880813592,4.33073334,3.986111111,,130,10.75,8.6,11,56,1014,74,High,5,402,Low,1,HighLow,HighLow
18,KISS,DanishMet,7,6/8/2017,13:20,6/8/2017 13:20,6/8/2017,17:30,6/8/2017 17:30,0.173611111,4.17,30,25,1.397940009,3.218875825,4.5,,252.5,13,12,14,47,1006.25,100,High,2,8675,Low,3,HighLow,HighLow
19,Seatomato,Waterfall,8,6/8/2017,18:05,6/8/2017 18:05,6/8/2017,21:05,6/8/2017 21:05,0.125,3,8,9,0.954242509,2.197224577,4.462962963,,260,9.333333333,6.6,11,69.66666667,1006.666667,35,Med,4,8857,High,6,MedHigh,LowHigh
21,VV1,Vulgaris,8,6/8/2017,18:40,6/8/2017 18:40,6/8/2017,21:40,6/8/2017 21:40,0.125,3,32,37,1.568201724,3.610917913,4.462962963,,260,7.03,5.28,9.23,69.66666667,1006.666667,71,High,1,12617.745,High,5,HighHigh,HighHigh
20,VV2,Vulgaris,8,6/8/2017,18:35,6/8/2017 18:35,6/8/2017,21:35,6/8/2017 21:35,0.125,3,6,7,0.84509804,1.945910149,4.462962963,,260,7.03,5.28,9.23,69.66666667,1006.666667,31,Med,1,6971,Low,5,MedLow,HighLow
22,KISS,DanishMet,9,6/9/2017,9:30,6/9/2017 9:30,6/9/2017,12:00,6/9/2017 12:00,0.104166667,2.5,2,3,0.477121255,1.098612289,3.259259259,,250,7,6,8,71,1008,100,High,2,8675,Low,3,HighLow,HighLow
24,Golf,DanishMet,10,6/9/2017,17:44,6/9/2017 17:44,6/9/2017,21:55,6/9/2017 21:55,0.174305556,4.18,0,0,0,0,6.066666667,,80,12.8,10,14,28.8,1007,0,Low,3,27609,High,2,LowHigh,LowHigh
23,Kforest,DanishMet,10,6/9/2017,17:35,6/9/2017 17:35,6/9/2017,21:48,6/9/2017 21:48,0.175694444,4.22,10,8,0.903089987,2.079441542,6.066666667,,80,12.8,10,14,28.8,1007,19,Med,3,2331,Low,2,MedLow,LowLow
26,KISS,DanishMet,10,6/9/2017,18:10,6/9/2017 18:10,6/9/2017,21:25,6/9/2017 21:25,0.135416667,3.25,21,23,1.361727836,3.135494216,7.027777778,,80,13.33333333,12,14,27.33333333,1007,100,High,2,8675,Low,3,HighLow,HighLow
25,Oil,DanishMet,10,6/9/2017,17:52,6/9/2017 17:52,6/9/2017,21:37,6/9/2017 21:37,0.15625,3.75,41,38,1.579783597,3.63758616,6.041666667,,82.5,13.5,12,14,27.25,1007,10,Low,2,11742.1,High,3,LowHigh,LowHigh
29,Seatomato,Waterfall,11,6/10/2017,18:35,6/10/2017 18:35,6/10/2017,21:55,6/10/2017 21:55,0.138888889,3.33,24,25,1.397940009,3.218875825,5.104761905,2.757142857,57.5,13.57752381,11.6,15,32.76666667,1002.5,35,Med,4,8857,High,6,MedHigh,LowHigh
27,Waterfall,Waterfall,11,6/10/2017,18:13,6/10/2017 18:13,6/10/2017,21:35,6/10/2017 21:35,0.140277778,3.37,17,18,1.255272505,2.890371758,5.032727273,2.746363636,76.66666667,13.86654545,12.6,15,31.47727273,1002.333333,101,High,4,8034,High,1,HighHigh,HighHigh
28,Waterfall up,Waterfall,11,6/10/2017,18:24,6/10/2017 18:24,6/10/2017,21:45,6/10/2017 21:45,0.139583333,3.35,12,13,1.113943352,2.564949357,5.056666667,2.757142857,76.66666667,13.82019048,12.6,15,31.68571429,1002.333333,74,High,5,402,Low,1,HighLow,HighLow
30,KISS,DanishMet,12,6/11/2017,10:00,6/11/2017 10:00,6/11/2017,19:05,6/11/2017 19:05,0.378472222,9.08,83,32,1.505149978,3.465735903,5.540123457,,207.7777778,12.22222222,11,15,54.66666667,1007.555556,100,High,2,8675,Low,3,HighLow,HighLow
31,KISS,DanishMet,13,6/12/2017,12:14,6/12/2017 12:14,6/12/2017,17:41,6/12/2017 17:41,0.227083333,5.45,104,67,1.826074803,4.204692619,4.016666667,,60,16.4,15,17,30.2,1009.4,100,High,2,8675,Low,3,HighLow,HighLow
33,Golf,DanishMet,14,6/12/2017,17:57,6/12/2017 17:57,6/12/2017,21:21,6/12/2017 21:21,0.141666667,3.4,106,109,2.037426498,4.691347882,3.944444444,,93.33333333,16,15,17,33.33333333,1009,0,Low,3,27609,High,2,LowHigh,LowHigh
34,Kforest,DanishMet,14,6/12/2017,18:02,6/12/2017 18:02,6/12/2017,21:27,6/12/2017 21:27,0.142361111,3.42,161,165,2.217483944,5.105945474,3.944444444,,93.33333333,16,15,17,33.33333333,1009,19,Med,3,2331,Low,2,MedLow,LowLow
32,Oil,DanishMet,14,6/12/2017,17:45,6/12/2017 17:45,6/12/2017,21:12,6/12/2017 21:12,0.14375,3.45,1120,1136,3.055378331,7.035268599,4.375,,95,16.25,15,17,32.5,1009,10,Low,2,11742.1,High,3,LowHigh,LowHigh
35,KISS,DanishMet,15,6/13/2017,12:11,6/13/2017 12:11,6/13/2017,16:50,6/13/2017 16:50,0.19375,4.65,190,143,2.155336037,4.96284463,3.605555555,,60,16.6,16,17,31.6,1007.4,100,High,2,8675,Low,3,HighLow,HighLow
39,Bunny Hill,Vulgaris,16,6/13/2017,18:25,6/13/2017 18:25,6/13/2017,21:26,6/13/2017 21:26,0.125694444,3.02,469,544,2.7355989,6.298949247,4.177,2.2905,30.18,11.5182,10.492,12.509,41.345,1007.333333,113,High,,3580.25,Low,4,HighLow,HighLow
36,Moz valley,Vulgaris,16,6/13/2017,18:05,6/13/2017 18:05,6/13/2017,21:07,6/13/2017 21:07,0.126388889,3.03,270,312,2.494154594,5.743003188,4.2275,2.265,33.05,11.67825,10.492,12.92,40.575,1007.333333,81,High,,7469.75,High,4,HighHigh,HighHigh
38,VV1,Vulgaris,16,6/13/2017,18:20,6/13/2017 18:20,6/13/2017,21:21,6/13/2017 21:21,0.125694444,3.02,61,71,1.851258349,4.262679877,4.184736842,2.278421053,30.65789474,11.55421053,10.492,12.509,41.12105263,1007.333333,71,High,1,12617.745,High,5,HighHigh,HighHigh
37,VV2,Vulgaris,16,6/13/2017,18:15,6/13/2017 18:15,6/13/2017,21:17,6/13/2017 21:17,0.126388889,3.03,231,267,2.426511261,5.587248658,4.184736842,2.278421053,30.65789474,11.55421053,10.492,12.509,41.12105263,1007.333333,31,Med,1,6971,Low,5,MedLow,HighLow
42,Golf,DanishMet,17,6/14/2017,18:55,6/14/2017 18:55,6/14/2017,22:05,6/14/2017 22:05,0.131944444,3.17,259,286,2.456366033,5.655991811,5.148148148,,83.33333333,14.66666667,13,16,27.66666667,1004.666667,0,Low,3,27609,High,2,LowHigh,LowHigh
43,Kforest,DanishMet,17,6/14/2017,19:01,6/14/2017 19:01,6/14/2017,20:20,6/14/2017 20:20,0.054861111,1.32,74,197,2.294466226,5.283203729,5.666666667,,80,16,16,16,23,1004,19,Med,3,2331,Low,2,MedLow,LowLow
40,KISS,DanishMet,17,6/14/2017,18:42,6/14/2017 18:42,6/14/2017,21:46,6/14/2017 21:46,0.127777778,3.07,43,49,1.69019608,3.891820298,5.277777778,,82.5,15.25,13,17,25.75,1004.5,100,High,2,8675,Low,3,HighLow,HighLow
41,Oil,DanishMet,17,6/14/2017,18:48,6/14/2017 18:48,6/14/2017,21:55,6/14/2017 21:55,0.129861111,3.12,634,712,2.852479994,6.568077911,5.277777778,,82.5,15.25,13,17,25.75,1004.5,10,Low,2,11742.1,High,3,LowHigh,LowHigh
46,Seatomato,Waterfall,18,6/15/2017,18:40,6/15/2017 18:40,6/15/2017,22:05,6/15/2017 22:05,0.142361111,3.42,129,132,2.120573931,4.882801923,4.553333333,2.684761905,30.2,15.26766667,11.175,17.344,30.81428571,1002.5,35,Med,4,8857,High,6,MedHigh,LowHigh
45,Waterfall,Waterfall,18,6/15/2017,18:30,6/15/2017 18:30,6/15/2017,21:57,6/15/2017 21:57,0.14375,3.45,141,143,2.155336037,4.96284463,4.575,2.7,30.61363636,15.35445455,11.175,17.344,30.55454545,1002.5,101,High,4,8034,High,1,HighHigh,HighHigh
44,Waterfall up,Waterfall,18,6/15/2017,18:21,6/15/2017 18:21,6/15/2017,21:40,6/15/2017 21:40,0.138194444,3.32,28,30,1.477121255,3.401197382,4.697142857,2.757142857,31.4047619,15.8242381,12.654,17.344,29.41428571,1002.333333,74,High,5,402,Low,1,HighLow,HighLow
47,KISS,DanishMet,19,6/16/2017,14:00,6/16/2017 14:00,6/16/2017,21:30,6/16/2017 21:30,0.3125,7.5,62,29,1.462397998,3.36729583,6.908730159,,122.8571429,11.14285714,9,12,61,1000.428571,100,High,2,8675,Low,3,HighLow,HighLow
49,Golf,DanishMet,20,6/16/2017,18:28,6/16/2017 18:28,6/16/2017,21:50,6/16/2017 21:50,0.140277778,3.37,5,5,0.698970004,1.609437912,5.402777778,,32.5,9.75,9,11,65.25,1001.25,0,Low,3,27609,High,2,LowHigh,LowHigh
50,Kforest,DanishMet,20,6/16/2017,18:32,6/16/2017 18:32,6/16/2017,21:55,6/16/2017 21:55,0.140972222,3.38,10,10,1,2.302585093,5.402777778,,32.5,9.75,9,11,65.25,1001.25,19,Med,3,2331,Low,2,MedLow,LowLow
48,Oil,DanishMet,20,6/16/2017,18:20,6/16/2017 18:20,6/16/2017,21:40,6/16/2017 21:40,0.138888889,3.33,41,43,1.633468456,3.761200116,5.833333334,,23.33333333,10,9,11,65,1001,10,Low,2,11742.1,High,3,LowHigh,LowHigh
51,KISS,DanishMet,21,6/17/2017,13:30,6/17/2017 13:30,6/17/2017,18:00,6/17/2017 18:00,0.1875,4.5,79,61,1.785329835,4.110873864,4.116666667,,214,10.4,10,11,54.4,1005.8,100,High,2,8675,Low,3,HighLow,HighLow
52,Moz valley,Vulgaris,22,6/17/2017,18:39,6/17/2017 18:39,6/17/2017,21:42,6/17/2017 21:42,0.127083333,3.05,0,0,0,0,4.026315789,2.118947368,103.6052632,5.758263158,4.402,6.839,79.85263158,1007,81,High,,7469.75,High,4,HighHigh,HighHigh
53,VV2,Vulgaris,22,6/17/2017,18:50,6/17/2017 18:50,6/17/2017,21:50,6/17/2017 21:50,0.125,3,0,0,0,0,3.946842105,2.039473684,99.91052632,5.719,4.402,6.839,80.06842105,1007.25,31,Med,1,6971,Low,5,MedLow,HighLow
54,VV1,Vulgaris,22,6/17/2017,18:54,6/17/2017 18:54,6/17/2017,21:55,6/17/2017 21:55,0.125694444,3.02,20,23,1.361727836,3.135494216,3.951,2.038,96.53,5.6791,4.402,6.839,80.215,1007.25,71,High,1,12617.745,High,5,HighHigh,HighHigh
55,Bunny Hill,Vulgaris,22,6/17/2017,19:00,6/17/2017 19:00,6/17/2017,22:00,6/17/2017 22:00,0.125,3,3,4,0.602059991,1.386294361,3.946842105,2.012631579,95.77368421,5.666210526,4.402,6.839,80.17894737,1007.333333,113,High,,3580.25,Low,4,HighLow,HighLow
56,KISS,DanishMet,25,6/18/2017,13:00,6/18/2017 13:00,6/18/2017,18:00,6/18/2017 18:00,0.208333333,5,680,476,2.677606953,6.165417854,2.472222222,,116,13,13,13,30.6,1004.8,100,High,2,8675,Low,3,HighLow,HighLow
58,Bunny Hill,Vulgaris,26,6/18/2017,19:00,6/18/2017 19:00,6/18/2017,22:12,6/18/2017 22:12,0.133333333,3.2,56,61,1.785329835,4.110873864,5.5115,3.348,101.09,9.54605,7.995,11.102,50.655,1003,113,High,,3580.25,Low,4,HighLow,HighLow
62,Camp,Waterfall,26,6/18/2017,17:15,6/18/2017 17:15,6/18/2017,22:30,6/18/2017 22:30,0.21875,5.25,143,95,1.977723605,4.553876892,4.136875,1.8253125,94.1125,10.914875,8.717,13.209,48.471875,1003.4,20,Med,5,1495,Low,6,MedLow,LowLow
60,Moz valley,Vulgaris,26,6/18/2017,18:40,6/18/2017 18:40,6/18/2017,22:12,6/18/2017 22:12,0.147222222,3.53,89,88,1.944482672,4.477336814,5.651363636,3.432727273,99.62272727,9.624136364,7.995,11.102,50.2,1003.25,81,High,,7469.75,High,4,HighHigh,HighHigh
61,Seatomato,Waterfall,26,6/18/2017,18:20,6/18/2017 18:20,6/18/2017,21:30,6/18/2017 21:30,0.131944444,3.17,41,45,1.653212514,3.80666249,4.4545,2.0645,97.225,11.02935,9.632,12.775,47.56,1003.333333,35,Med,4,8857,High,6,MedHigh,LowHigh
57,VV1,Vulgaris,26,6/18/2017,18:56,6/18/2017 18:56,6/18/2017,22:00,6/18/2017 22:00,0.127777778,3.07,114,130,2.113943352,4.86753445,5.563157895,3.391578947,101.0894737,9.619789474,7.995,11.102,50.28421053,1003,71,High,1,12617.745,High,5,HighHigh,HighHigh
59,VV2,Vulgaris,26,6/18/2017,18:50,6/18/2017 18:50,6/18/2017,22:00,6/18/2017 22:00,0.131944444,3.17,0,0,0,0,5.6375,3.4485,101.09,9.68415,7.995,11.102,50.01,1003.25,31,Med,1,6971,Low,5,MedLow,HighLow
63,KISS,DanishMet,27,6/19/2017,12:15,6/19/2017 12:15,6/19/2017,19:09,6/19/2017 19:09,0.2875,6.9,0,0,0,0,7.273809523,,240,8.142857143,7,9,69,1003.857143,100,High,2,8675,Low,3,HighLow,HighLow
64,KISS,DanishMet,28,6/20/2017,13:45,6/20/2017 13:45,6/20/2017,18:35,6/20/2017 18:35,0.201388889,4.83,16,12,1.079181246,2.48490665,5.044444445,,200,8.4,8,9,66.4,1012,100,High,2,8675,Low,3,HighLow,HighLow
65,Kforest,DanishMet,29,6/20/2017,18:10,6/20/2017 18:10,6/20/2017,21:57,6/20/2017 21:57,0.157638889,3.78,202,187,2.271841607,5.231108617,2.569444445,,220,8,8,8,74.75,1012,19,Med,3,2331,Low,2,MedLow,LowLow
67,KISS,DanishMet,29,6/20/2017,18:36,6/20/2017 18:36,6/20/2017,21:17,6/20/2017 21:17,0.111805556,2.68,83,108,2.033423755,4.682131227,2.740740741,,220,8,8,8,76,1012,100,High,2,8675,Low,3,HighLow,HighLow
66,Oil,DanishMet,29,6/20/2017,18:25,6/20/2017 18:25,6/20/2017,21:44,6/20/2017 21:44,0.138194444,3.32,289,305,2.484299839,5.720311777,2.740740741,,220,8,8,8,76,1012,10,Low,2,11742.1,High,3,LowHigh,LowHigh
68,KISS,DanishMet,30,6/21/2017,15:00,6/21/2017 15:00,6/21/2017,20:38,6/21/2017 20:38,0.234722222,5.63,41,25,1.397940009,3.218875825,4.116666667,,78,9.6,9,10,51.2,1005.2,100,High,2,8675,Low,3,HighLow,HighLow
70,Golf,DanishMet,31,6/21/2017,17:50,6/21/2017 17:50,6/21/2017,21:15,6/21/2017 21:15,0.142361111,3.42,6,6,0.77815125,1.791759469,4.375,,72.5,9.25,8,10,55.25,1005,0,Low,3,27609,High,2,LowHigh,LowHigh
71,Kforest,DanishMet,31,6/21/2017,17:55,6/21/2017 17:55,6/21/2017,21:20,6/21/2017 21:20,0.142361111,3.42,15,15,1.176091259,2.708050201,4.62962963,,73.33333333,9,8,10,59.33333333,1005,19,Med,3,2331,Low,2,MedLow,LowLow
69,Oil,DanishMet,31,6/21/2017,17:43,6/21/2017 17:43,6/21/2017,21:03,6/21/2017 21:03,0.138888889,3.33,29,30,1.477121255,3.401197382,4.375,,72.5,9.25,8,10,55.25,1005,10,Low,2,11742.1,High,3,LowHigh,LowHigh
73,Waterfall,Waterfall,31,6/21/2017,18:15,6/21/2017 18:15,6/21/2017,21:33,6/21/2017 21:33,0.1375,3.3,8,8,0.903089987,2.079441542,3.6985,1.6605,52.855,8.1458,7.619,8.643,59.515,1005,101,High,4,8034,High,1,HighHigh,HighHigh
72,Waterfall up,Waterfall,31,6/21/2017,18:05,6/21/2017 18:05,6/21/2017,21:29,6/21/2017 21:29,0.141666667,3.4,7,7,0.84509804,1.945910149,3.865454545,1.760909091,54.36818182,8.174045455,7.619,8.643,59.45,1005,74,High,5,402,Low,1,HighLow,HighLow
74,KISS,DanishMet,32,6/22/2017,10:00,6/22/2017 10:00,6/22/2017,17:15,6/22/2017 17:15,0.302083333,7.25,93,45,1.653212514,3.80666249,2.281746032,,50,12.42857143,9,14,42,1007.142857,100,High,2,8675,Low,3,HighLow,HighLow
79,Bunny Hill,Vulgaris,33,6/22/2017,18:25,6/22/2017 18:25,6/22/2017,22:05,6/22/2017 22:05,0.152777778,3.67,88,84,1.924279286,4.430816799,3.545652174,1.772608696,59.38695652,10.68173913,9.213,11.929,48.83478261,1008.5,113,High,,3580.25,Low,4,HighLow,HighLow
80,Camp,Waterfall,33,6/22/2017,18:35,6/22/2017 18:35,6/22/2017,22:10,6/22/2017 22:10,0.149305556,3.58,9,9,0.954242509,2.197224577,4.393181818,2.220454545,59.09090909,12.30204545,9.46,14.29,45.60909091,1008.5,20,Med,5,1495,Low,6,MedLow,LowLow
76,Moz valley,Vulgaris,33,6/22/2017,18:07,6/22/2017 18:07,6/22/2017,21:34,6/22/2017 21:34,0.14375,3.45,63,64,1.806179974,4.158883083,3.883333333,2.037619048,62.02857143,10.91590476,9.854,11.929,48,1008.333333,81,High,,7469.75,High,4,HighHigh,HighHigh
75,Seatomato,Waterfall,33,6/22/2017,17:50,6/22/2017 17:50,6/22/2017,21:20,6/22/2017 21:20,0.145833333,3.5,241,241,2.382017043,5.484796933,4.805,2.494090909,59.71818182,13.20504545,11.224,14.864,42.93636364,1008.25,35,Med,4,8857,High,6,MedHigh,LowHigh
78,VV1,Vulgaris,33,6/22/2017,18:20,6/22/2017 18:20,6/22/2017,21:55,6/22/2017 21:55,0.149305556,3.58,410,400,2.602059991,5.991464547,3.545652174,1.772608696,59.38695652,10.68173913,9.213,11.929,48.83478261,1008.5,71,High,1,12617.745,High,5,HighHigh,HighHigh
77,VV2,Vulgaris,33,6/22/2017,18:15,6/22/2017 18:15,6/22/2017,21:50,6/22/2017 21:50,0.149305556,3.58,293,286,2.456366033,5.655991811,3.660909091,1.853181818,60.87272727,10.73390909,9.213,11.929,48.64545455,1008.5,31,Med,1,6971,Low,5,MedLow,HighLow
81,KISS,DanishMet,34,6/23/2017,14:00,6/23/2017 14:00,6/23/2017,21:30,6/23/2017 21:30,0.3125,7.5,102,48,1.681241237,3.871201011,3.753968254,,221.4285714,12,10,13,49.85714286,1013.428571,100,High,2,8675,Low,3,HighLow,HighLow
83,Golf,DanishMet,35,6/23/2017,18:08,6/23/2017 18:08,6/23/2017,21:15,6/23/2017 21:15,0.129861111,3.12,295,331,2.519827994,5.802118375,2.75,,173.3333333,12.66666667,12,13,47.33333333,1014,0,Low,3,27609,High,2,LowHigh,LowHigh
82,Kforest,DanishMet,35,6/23/2017,18:03,6/23/2017 18:03,6/23/2017,21:07,6/23/2017 21:07,0.127777778,3.07,367,419,2.622214023,6.03787092,2.75,,173.3333333,12.66666667,12,13,47.33333333,1014,19,Med,3,2331,Low,2,MedLow,LowLow
84,Oil,DanishMet,35,6/23/2017,18:16,6/23/2017 18:16,6/23/2017,21:22,6/23/2017 21:22,0.129166667,3.1,672,759,2.880241776,6.632001777,2.75,,173.3333333,12.66666667,12,13,47.33333333,1014,10,Low,2,11742.1,High,3,LowHigh,LowHigh
85,KISS,DanishMet,36,6/24/2017,11:30,6/24/2017 11:30,6/24/2017,18:10,6/24/2017 18:10,0.277777778,6.67,194,102,2.008600172,4.624972813,3.753968254,,247.1428571,14.28571429,13,16,44.57142857,1014,100,High,2,8675,Low,3,HighLow,HighLow
92,Bunny Hill,Vulgaris,37,6/24/2017,19:02,6/24/2017 19:02,6/24/2017,22:28,6/24/2017 22:28,0.143055556,3.43,177,180,2.255272505,5.192956851,2.654090909,1.121818182,68.1,12.78604545,10.761,14.266,41.77272727,1014,113,High,,3580.25,Low,4,HighLow,HighLow
93,Camp,Waterfall,37,6/24/2017,19:20,6/24/2017 19:20,6/24/2017,22:45,6/24/2017 22:45,0.142361111,3.42,195,200,2.301029996,5.298317367,3.5,1.557142857,69.47142857,13.93038095,11.224,16.106,41.83333333,1014,20,Med,5,1495,Low,6,MedLow,LowLow
89,Moz valley,Vulgaris,37,6/24/2017,18:45,6/24/2017 18:45,6/24/2017,22:05,6/24/2017 22:05,0.138888889,3.33,115,121,2.08278537,4.795790546,2.732380952,1.175238095,71.40952381,13.15090476,11.151,14.266,41.26190476,1014,81,High,,7469.75,High,4,HighHigh,HighHigh
88,Seatomato,Waterfall,37,6/24/2017,18:25,6/24/2017 18:25,6/24/2017,21:46,6/24/2017 21:46,0.139583333,3.35,24,25,1.397940009,3.218875825,3.867272727,1.807272727,70.01363636,14.97904545,11.929,16.32,39.59545455,1014,35,Med,4,8857,High,6,MedHigh,LowHigh
90,VV1,Vulgaris,37,6/24/2017,18:50,6/24/2017 18:50,6/24/2017,22:22,6/24/2017 22:22,0.147222222,3.53,518,513,2.710117365,6.240275845,2.676818182,1.121818182,68.99545455,12.90277273,10.81,14.266,41.63181818,1014,71,High,1,12617.745,High,5,HighHigh,HighHigh
91,VV2,Vulgaris,37,6/24/2017,18:55,6/24/2017 18:55,6/24/2017,22:16,6/24/2017 22:16,0.139583333,3.35,175,183,2.26245109,5.209486153,2.636666667,1.103333333,69.4047619,12.88247619,10.81,14.266,41.67142857,1014,31,Med,1,6971,Low,5,MedLow,HighLow
87,Waterfall,Waterfall,37,6/24/2017,18:07,6/24/2017 18:07,6/24/2017,21:38,6/24/2017 21:38,0.146527778,3.52,164,163,2.212187604,5.093750201,3.798636364,1.784545455,67.96818182,15.18190909,12.268,16.392,39.20454545,1014,101,High,4,8034,High,1,HighHigh,HighHigh
86,Waterfall up,Waterfall,37,6/24/2017,18:05,6/24/2017 18:05,6/24/2017,21:30,6/24/2017 21:30,0.142361111,3.42,55,56,1.748188027,4.025351691,3.798636364,1.784545455,65.54090909,15.37477273,13.401,16.511,38.82727273,1014,74,High,5,402,Low,1,HighLow,HighLow
96,Seatomato,Waterfall,38,6/25/2017,18:34,6/25/2017 18:34,6/25/2017,21:46,6/25/2017 21:46,0.133333333,3.2,193,211,2.324282455,5.351858133,4.05,2.133333333,41.38095238,17.57452381,14.05,20.031,32.09047619,1003,35,Med,4,8857,High,6,MedHigh,LowHigh
95,Waterfall,Waterfall,38,6/25/2017,18:15,6/25/2017 18:15,6/25/2017,21:37,6/25/2017 21:37,0.140277778,3.37,161,167,2.222716471,5.117993812,4.193809524,2.229047619,44.72380952,17.82195238,15.079,20.031,31.71428571,1003,101,High,4,8034,High,1,HighHigh,HighHigh
94,Waterfall up,Waterfall,38,6/25/2017,18:18,6/25/2017 18:18,6/25/2017,21:25,6/25/2017 21:25,0.129861111,3.12,14,16,1.204119983,2.772588722,4.291052632,2.252105263,46.69473684,18.07547368,15.676,20.031,31.47368421,1003,74,High,5,402,Low,1,HighLow,HighLow
98,Golf,DanishMet,39,6/26/2017,18:12,6/26/2017 18:12,6/26/2017,21:28,6/26/2017 21:28,0.136111111,3.27,63,68,1.832508913,4.219507705,5.833333334,,83.33333333,19.66666667,18,21,25,999,0,Low,3,27609,High,2,LowHigh,LowHigh
