Year,Date,Time,DateTime,Airport,Experiment,Ice,Oil,Vulgaris,VulgarisRoad,Black,East
2017,5/30/2017,15:00,5/30/2017 15:00,7,12.98,15.187,13.846,9.965,10.161,,
2017,5/30/2017,16:00,5/30/2017 16:00,7,14.23,15.569,13.846,10.259,10.357,,
2017,5/30/2017,17:00,5/30/2017 17:00,9,13.942,16.141,15.378,10.748,11.041,,
2017,5/30/2017,18:00,5/30/2017 18:00,8,12.11,15.664,14.613,10.357,10.748,,
2017,5/30/2017,19:00,5/30/2017 19:00,9,11.334,14.325,13.942,9.472,10.063,,
2017,5/30/2017,20:00,5/30/2017 20:00,9,9.866,12.69,13.076,8.382,8.68,,
2017,5/30/2017,21:00,5/30/2017 21:00,8,9.077,11.041,11.625,7.381,7.079,,
2017,5/30/2017,22:00,5/30/2017 22:00,7,7.782,9.866,9.866,6.37,5.86,,
2017,5/30/2017,23:00,5/30/2017 23:00,5,6.573,9.176,8.779,5.552,5.037,,
2017,5/31/2017,0:00,5/31/2017 0:00,4,5.757,8.481,8.082,4.727,4.519,,
2017,5/31/2017,1:00,5/31/2017 1:00,4,5.037,6.978,6.775,3.998,3.893,,
2017,5/31/2017,2:00,5/31/2017 2:00,1,4.519,6.674,6.268,3.261,3.367,,
2017,5/31/2017,3:00,5/31/2017 3:00,1,4.415,5.757,5.655,2.73,3.049,,
2017,5/31/2017,4:00,5/31/2017 4:00,1,3.998,5.45,5.037,2.41,2.837,,
2017,5/31/2017,5:00,5/31/2017 5:00,3,3.261,5.347,4.415,2.303,2.837,,
2017,5/31/2017,6:00,5/31/2017 6:00,3,3.367,5.655,4.415,2.517,2.943,,
2017,5/31/2017,7:00,5/31/2017 7:00,4,3.683,6.268,5.552,3.261,3.367,,
2017,5/31/2017,8:00,5/31/2017 8:00,6,4.623,7.782,6.775,4.934,4.207,,
2017,5/31/2017,9:00,5/31/2017 9:00,7,6.166,9.669,9.077,7.179,5.45,,
2017,5/31/2017,10:00,5/31/2017 10:00,8,7.983,10.846,11.431,9.472,7.079,,
2017,5/31/2017,11:00,5/31/2017 11:00,9,10.846,11.722,13.365,11.334,8.581,,
2017,5/31/2017,12:00,5/31/2017 12:00,10,12.401,12.594,15.282,12.401,9.965,,
2017,5/31/2017,13:00,5/31/2017 13:00,11,15.951,13.75,17.475,13.173,11.236,,
2017,5/31/2017,14:00,5/31/2017 14:00,12,17.665,14.9,19.187,14.038,12.304,,
2017,5/31/2017,15:00,5/31/2017 15:00,13,18.236,16.427,20.329,14.421,13.269,,
2017,5/31/2017,16:00,5/31/2017 16:00,14,18.806,17.094,21.473,14.613,13.942,,
2017,5/31/2017,17:00,5/31/2017 17:00,14,19.282,17.57,21.855,14.325,14.421,,
2017,5/31/2017,18:00,5/31/2017 18:00,15,18.711,17.094,21.76,13.942,14.325,,
2017,5/31/2017,19:00,5/31/2017 19:00,14,15.569,15.951,20.901,13.269,13.654,,
2017,5/31/2017,20:00,5/31/2017 20:00,14,13.076,14.613,18.616,12.401,12.401,,
2017,5/31/2017,21:00,5/31/2017 21:00,9,11.334,12.497,16.618,10.651,9.669,,
2017,5/31/2017,22:00,5/31/2017 22:00,7,10.063,10.455,14.996,8.581,7.983,,
2017,5/31/2017,23:00,5/31/2017 23:00,7,8.978,9.077,13.654,7.381,6.674,,
2017,6/1/2017,0:00,6/1/2017 0:00,6,7.983,8.082,12.207,6.37,5.552,,
2017,6/1/2017,1:00,6/1/2017 1:00,6,7.079,7.28,10.944,5.45,5.141,,
2017,6/1/2017,2:00,6/1/2017 2:00,3,6.37,6.471,9.866,4.727,4.519,,
2017,6/1/2017,3:00,6/1/2017 3:00,3,5.655,5.86,8.879,3.998,3.998,,
2017,6/1/2017,4:00,6/1/2017 4:00,2,5.141,5.45,8.082,3.367,3.578,,
2017,6/1/2017,5:00,6/1/2017 5:00,2,4.831,5.86,7.481,3.155,3.683,,
2017,6/1/2017,6:00,6/1/2017 6:00,5,5.244,6.471,7.079,3.578,3.893,,
2017,6/1/2017,7:00,6/1/2017 7:00,6,5.757,7.28,8.481,5.141,4.831,,
2017,6/1/2017,8:00,6/1/2017 8:00,7,6.573,8.779,9.866,7.582,6.064,,
2017,6/1/2017,9:00,6/1/2017 9:00,7,7.782,11.139,11.528,9.472,7.381,,
2017,6/1/2017,10:00,6/1/2017 10:00,8,9.669,12.401,13.654,12.013,8.978,,
2017,6/1/2017,11:00,6/1/2017 11:00,8,11.041,13.846,14.804,13.75,10.455,,
2017,6/1/2017,12:00,6/1/2017 12:00,10,13.75,14.804,16.332,14.613,11.722,,
2017,6/1/2017,13:00,6/1/2017 13:00,12,15.378,16.237,18.14,15.187,12.883,,
2017,6/1/2017,14:00,6/1/2017 14:00,12,16.999,17.475,19.567,19.662,13.942,,
2017,6/1/2017,15:00,6/1/2017 15:00,13,19.282,17.665,20.996,20.138,14.613,,
2017,6/1/2017,16:00,6/1/2017 16:00,13,17.475,17.855,21.282,20.043,14.996,,
2017,6/1/2017,17:00,6/1/2017 17:00,14,18.996,17.57,21.473,19.187,15.091,,
2017,6/1/2017,18:00,6/1/2017 18:00,12,15.76,16.808,21.091,17.665,14.517,,
2017,6/1/2017,19:00,6/1/2017 19:00,12,15.091,15.187,20.901,15.76,12.98,,
2017,6/1/2017,20:00,6/1/2017 20:00,12,13.076,13.75,19.092,14.134,11.041,,
2017,6/1/2017,21:00,6/1/2017 21:00,12,11.625,11.334,16.999,13.076,8.581,,
2017,6/1/2017,22:00,6/1/2017 22:00,10,10.063,9.571,15.282,11.625,7.079,,
2017,6/1/2017,23:00,6/1/2017 23:00,8,8.879,7.882,13.942,10.748,5.86,,
2017,6/2/2017,0:00,6/2/2017 0:00,6,7.882,6.978,12.497,9.669,5.037,,
2017,6/2/2017,1:00,6/2/2017 1:00,5,7.179,5.655,11.431,8.082,4.415,,
2017,6/2/2017,2:00,6/2/2017 2:00,4,6.37,5.45,10.455,6.674,3.893,,
2017,6/2/2017,3:00,6/2/2017 3:00,3,5.757,5.141,9.472,5.86,3.472,,
2017,6/2/2017,4:00,6/2/2017 4:00,3,5.347,4.831,8.581,5.244,3.049,,
2017,6/2/2017,5:00,6/2/2017 5:00,3,5.037,5.037,7.782,4.934,3.155,,
2017,6/2/2017,6:00,6/2/2017 6:00,4,5.244,5.45,7.079,5.347,3.472,,
2017,6/2/2017,7:00,6/2/2017 7:00,6,5.552,6.471,8.082,5.962,4.415,,
2017,6/2/2017,8:00,6/2/2017 8:00,7,6.268,7.682,9.472,6.978,5.655,,
2017,6/2/2017,9:00,6/2/2017 9:00,8,7.682,9.373,11.236,8.481,7.28,,
2017,6/2/2017,10:00,6/2/2017 10:00,10,9.669,11.722,13.173,10.651,8.879,,
2017,6/2/2017,11:00,6/2/2017 11:00,11,12.207,13.654,14.996,13.173,10.259,,
2017,6/2/2017,12:00,6/2/2017 12:00,12,14.613,14.9,17.094,15.76,11.625,,
2017,6/2/2017,13:00,6/2/2017 13:00,13,17.475,16.332,19.187,17.475,12.69,,
2017,6/2/2017,14:00,6/2/2017 14:00,14,19.472,17.665,20.71,18.901,13.654,,
2017,6/2/2017,15:00,6/2/2017 15:00,14,21.187,18.616,22.046,20.329,14.517,,
2017,6/2/2017,16:00,6/2/2017 16:00,15,21.378,19.187,22.621,21.282,15.187,,
2017,6/2/2017,17:00,6/2/2017 17:00,15,21.378,19.472,22.717,21.378,15.473,,
2017,6/2/2017,18:00,6/2/2017 18:00,16,21.091,19.092,22.429,20.901,15.282,,
2017,6/2/2017,19:00,6/2/2017 19:00,16,17.855,17.189,21.76,19.472,13.942,,
2017,6/2/2017,20:00,6/2/2017 20:00,16,14.804,14.804,19.662,17.76,12.013,,
2017,6/2/2017,21:00,6/2/2017 21:00,14,13.076,11.431,17.284,16.523,8.978,,
2017,6/2/2017,22:00,6/2/2017 22:00,12,11.528,8.481,15.664,14.325,7.179,,
2017,6/2/2017,23:00,6/2/2017 23:00,10,10.455,7.079,14.134,12.304,5.86,,
2017,6/3/2017,0:00,6/3/2017 0:00,8,9.472,6.064,12.883,10.553,4.934,,
2017,6/3/2017,1:00,6/3/2017 1:00,7,8.68,5.347,11.722,9.373,4.519,,
2017,6/3/2017,2:00,6/3/2017 2:00,5,7.882,4.415,10.748,8.382,3.998,,
2017,6/3/2017,3:00,6/3/2017 3:00,3,7.28,3.788,9.768,7.682,3.578,,
2017,6/3/2017,4:00,6/3/2017 4:00,4,6.674,4.207,9.077,7.079,3.367,,
2017,6/3/2017,5:00,6/3/2017 5:00,3,6.268,5.141,8.182,6.775,3.472,,
2017,6/3/2017,6:00,6/3/2017 6:00,6,6.573,5.86,7.682,6.877,3.998,,
2017,6/3/2017,7:00,6/3/2017 7:00,7,6.674,6.978,8.978,7.381,5.141,,
2017,6/3/2017,8:00,6/3/2017 8:00,9,7.481,9.176,10.553,8.581,6.573,,
2017,6/3/2017,9:00,6/3/2017 9:00,9,9.077,11.236,12.304,10.553,8.481,,
2017,6/3/2017,10:00,6/3/2017 10:00,10,11.236,13.461,14.325,13.076,10.161,,
2017,6/3/2017,11:00,6/3/2017 11:00,10,13.654,15.378,15.951,15.855,11.722,,
2017,6/3/2017,12:00,6/3/2017 12:00,11,15.569,17.094,17.475,18.045,13.076,,
2017,6/3/2017,13:00,6/3/2017 13:00,11,17.284,18.711,18.806,20.424,14.421,,
2017,6/3/2017,14:00,6/3/2017 14:00,13,19.282,20.043,20.138,22.046,15.664,,
2017,6/3/2017,15:00,6/3/2017 15:00,12,20.424,21.187,20.615,22.333,15.951,,
2017,6/3/2017,16:00,6/3/2017 16:00,13,21.473,18.996,20.329,20.805,15.76,,
2017,6/3/2017,17:00,6/3/2017 17:00,13,20.234,21.664,19.472,19.758,16.046,,
2017,6/3/2017,18:00,6/3/2017 18:00,12,17.094,20.329,18.331,17.475,15.187,,
2017,6/3/2017,19:00,6/3/2017 19:00,12,16.903,14.709,17.284,14.996,12.304,,
2017,6/3/2017,20:00,6/3/2017 20:00,10,14.421,11.722,15.855,13.173,10.944,,
2017,6/3/2017,21:00,6/3/2017 21:00,9,12.787,10.846,14.134,11.916,9.768,,
2017,6/3/2017,22:00,6/3/2017 22:00,8,11.528,8.481,12.787,10.651,8.481,,
2017,6/3/2017,23:00,6/3/2017 23:00,7,9.768,7.179,11.139,9.472,7.179,,
2017,6/4/2017,0:00,6/4/2017 0:00,7,8.879,6.166,10.161,8.481,6.064,,
2017,6/4/2017,1:00,6/4/2017 1:00,6,8.282,5.552,9.176,7.582,5.347,,
2017,6/4/2017,2:00,6/4/2017 2:00,6,7.682,5.037,8.481,6.877,4.934,,
2017,6/4/2017,3:00,6/4/2017 3:00,5,7.381,5.141,8.182,6.471,4.934,,
2017,6/4/2017,4:00,6/4/2017 4:00,5,6.978,5.244,7.882,6.064,4.831,,
2017,6/4/2017,5:00,6/4/2017 5:00,5,6.775,5.141,7.582,5.86,4.831,,
2017,6/4/2017,6:00,6/4/2017 6:00,4,6.978,5.757,6.978,5.962,4.831,,
2017,6/4/2017,7:00,6/4/2017 7:00,5,7.381,6.877,8.082,6.268,5.244,,
2017,6/4/2017,8:00,6/4/2017 8:00,6,8.481,7.782,9.866,7.882,6.674,,
2017,6/4/2017,9:00,6/4/2017 9:00,6,8.779,9.472,10.455,9.866,8.581,,
2017,6/4/2017,10:00,6/4/2017 10:00,7,10.846,11.916,12.207,10.455,8.879,,
2017,6/4/2017,11:00,6/4/2017 11:00,8,13.365,13.846,13.558,11.819,10.455,,
2017,6/4/2017,12:00,6/4/2017 12:00,9,14.709,17.284,15.378,12.883,10.748,,
2017,6/4/2017,13:00,6/4/2017 13:00,10,18.806,14.613,17.855,12.787,10.748,,
2017,6/4/2017,14:00,6/4/2017 14:00,11,18.521,15.282,19.662,14.804,12.594,,
2017,6/4/2017,15:00,6/4/2017 15:00,10,16.808,16.046,19.092,15.378,13.461,,
2017,6/4/2017,16:00,6/4/2017 16:00,10,16.999,14.421,17.665,16.332,14.325,,
2017,6/4/2017,17:00,6/4/2017 17:00,10,15.187,14.134,16.713,15.76,14.134,,
2017,6/4/2017,18:00,6/4/2017 18:00,10,14.996,13.846,16.141,14.613,13.269,,
2017,6/4/2017,19:00,6/4/2017 19:00,10,13.75,13.365,14.9,12.98,11.041,,
2017,6/4/2017,20:00,6/4/2017 20:00,9,12.594,12.497,13.558,12.013,,,
2017,6/4/2017,21:00,6/4/2017 21:00,9,11.722,11.528,12.497,11.041,,,
2017,6/4/2017,22:00,6/4/2017 22:00,7,10.553,10.455,11.041,10.161,,,
2017,6/4/2017,23:00,6/4/2017 23:00,6,9.669,9.472,10.063,9.176,,,
2017,6/5/2017,0:00,6/5/2017 0:00,6,8.879,8.581,9.275,8.382,,,
2017,6/5/2017,1:00,6/5/2017 1:00,5,8.282,7.882,8.581,7.782,,,
2017,6/5/2017,2:00,6/5/2017 2:00,4,7.682,7.28,7.682,7.079,,,
2017,6/5/2017,3:00,6/5/2017 3:00,3,7.179,6.775,6.877,6.573,,,
2017,6/5/2017,4:00,6/5/2017 4:00,3,6.674,6.471,5.962,6.064,,,
2017,6/5/2017,5:00,6/5/2017 5:00,4,6.268,6.268,5.347,5.655,,,
2017,6/5/2017,6:00,6/5/2017 6:00,5,6.573,6.471,4.727,5.655,,,
2017,6/5/2017,7:00,6/5/2017 7:00,5,6.978,6.775,6.674,5.86,,,
2017,6/5/2017,8:00,6/5/2017 8:00,6,7.882,7.882,8.879,6.166,,,
2017,6/5/2017,9:00,6/5/2017 9:00,6,9.571,9.077,11.041,6.674,,,
2017,6/5/2017,10:00,6/5/2017 10:00,6,11.334,10.259,12.98,7.28,,,
2017,6/5/2017,11:00,6/5/2017 11:00,7,13.269,11.334,14.421,8.282,,,
2017,6/5/2017,12:00,6/5/2017 12:00,8,15.378,12.11,15.855,9.571,,,
2017,6/5/2017,13:00,6/5/2017 13:00,8,17.379,13.269,15.76,11.139,,,
2017,6/5/2017,14:00,6/5/2017 14:00,10,19.187,13.942,16.427,12.883,,,
2017,6/5/2017,15:00,6/5/2017 15:00,10,,14.9,17.284,14.517,,,
2017,6/5/2017,16:00,6/5/2017 16:00,10,,15.569,17.665,16.046,,,
2017,6/5/2017,17:00,6/5/2017 17:00,10,,15.569,17.76,16.713,,,
2017,6/5/2017,18:00,6/5/2017 18:00,10,,15.282,17.475,16.523,,,
2017,6/5/2017,19:00,6/5/2017 19:00,10,,14.9,16.713,16.046,,,
2017,6/5/2017,20:00,6/5/2017 20:00,9,,14.038,15.473,15.091,,,
2017,6/5/2017,21:00,6/5/2017 21:00,8,,12.98,14.325,13.654,,,
2017,6/5/2017,22:00,6/5/2017 22:00,8,,12.11,12.98,12.207,,,
2017,6/5/2017,23:00,6/5/2017 23:00,7,,11.236,11.722,10.846,,,
2017,6/6/2017,0:00,6/6/2017 0:00,6,,10.259,10.748,9.768,,,
2017,6/6/2017,1:00,6/6/2017 1:00,6,,9.472,10.063,8.879,,,
2017,6/6/2017,2:00,6/6/2017 2:00,5,,8.779,9.373,8.382,,,
2017,6/6/2017,3:00,6/6/2017 3:00,5,,8.581,8.879,7.682,,,
2017,6/6/2017,4:00,6/6/2017 4:00,4,,8.282,8.382,7.079,,,
2017,6/6/2017,5:00,6/6/2017 5:00,4,,8.082,8.182,6.775,,,
2017,6/6/2017,6:00,6/6/2017 6:00,5,,8.282,8.082,6.471,,,
2017,6/6/2017,7:00,6/6/2017 7:00,5,,8.481,8.082,6.471,,,
2017,6/6/2017,8:00,6/6/2017 8:00,5,,8.481,8.282,6.471,,,
2017,6/6/2017,9:00,6/6/2017 9:00,6,,8.879,9.077,6.573,,,
2017,6/6/2017,10:00,6/6/2017 10:00,8,,9.669,9.866,6.877,,,
2017,6/6/2017,11:00,6/6/2017 11:00,9,,10.651,11.041,7.481,,,
2017,6/6/2017,12:00,6/6/2017 12:00,11,,12.013,12.69,8.382,,,
2017,6/6/2017,13:00,6/6/2017 13:00,13,,13.269,14.9,9.571,,,
2017,6/6/2017,14:00,6/6/2017 14:00,12,,14.038,16.713,11.139,,,
2017,6/6/2017,15:00,6/6/2017 15:00,13,,14.709,16.808,12.594,,,
2017,6/6/2017,16:00,6/6/2017 16:00,13,,15.378,16.808,13.846,,,
2017,6/6/2017,17:00,6/6/2017 17:00,11,,15.473,16.523,14.421,,,
2017,6/6/2017,18:00,6/6/2017 18:00,10,,15.187,15.76,14.613,,,
2017,6/6/2017,19:00,6/6/2017 19:00,11,,14.996,14.9,14.421,,,
2017,6/6/2017,20:00,6/6/2017 20:00,11,,14.23,14.23,14.038,,,
2017,6/6/2017,21:00,6/6/2017 21:00,11,,13.173,13.461,13.365,,,
2017,6/6/2017,22:00,6/6/2017 22:00,10,,12.013,12.69,12.594,,,
2017,6/6/2017,23:00,6/6/2017 23:00,10,,10.944,11.819,11.528,,,
2017,6/7/2017,0:00,6/7/2017 0:00,9,,9.866,11.139,10.357,,,
2017,6/7/2017,1:00,6/7/2017 1:00,7,,9.176,10.553,9.373,,,
2017,6/7/2017,2:00,6/7/2017 2:00,6,,8.481,10.063,8.581,,,
2017,6/7/2017,3:00,6/7/2017 3:00,5,,7.882,9.571,7.983,,,
2017,6/7/2017,4:00,6/7/2017 4:00,6,,7.079,9.077,7.481,,,
2017,6/7/2017,5:00,6/7/2017 5:00,6,,7.179,8.779,7.079,,,
2017,6/7/2017,6:00,6/7/2017 6:00,7,,7.381,8.581,7.179,,,
2017,6/7/2017,7:00,6/7/2017 7:00,8,,7.983,8.879,7.28,,,
2017,6/7/2017,8:00,6/7/2017 8:00,9,,8.779,9.669,7.582,,,
2017,6/7/2017,9:00,6/7/2017 9:00,9,,9.965,10.357,7.882,,,
2017,6/7/2017,10:00,6/7/2017 10:00,10,,11.236,11.431,8.581,,,
2017,6/7/2017,11:00,6/7/2017 11:00,11,,12.401,12.207,9.571,,,
2017,6/7/2017,12:00,6/7/2017 12:00,13,,13.558,13.173,10.846,,,
2017,6/7/2017,13:00,6/7/2017 13:00,14,,14.325,14.9,12.304,,,
2017,6/7/2017,14:00,6/7/2017 14:00,15,,14.9,16.427,14.038,,,
2017,6/7/2017,15:00,6/7/2017 15:00,15,,15.569,17.95,15.282,,,
2017,6/7/2017,16:00,6/7/2017 16:00,15,,16.046,19.567,16.046,,,
2017,6/7/2017,17:00,6/7/2017 17:00,13,,15.76,19.282,16.427,,,
2017,6/7/2017,18:00,6/7/2017 18:00,14,,15.282,18.236,16.427,,,
2017,6/7/2017,19:00,6/7/2017 19:00,12,,15.187,16.618,14.804,,,
2017,6/7/2017,20:00,6/7/2017 20:00,13,,14.421,15.187,14.325,,,
2017,6/7/2017,21:00,6/7/2017 21:00,13,,13.076,14.038,14.134,,,
2017,6/7/2017,22:00,6/7/2017 22:00,10,,11.528,12.98,13.558,,,
2017,6/7/2017,23:00,6/7/2017 23:00,8,,10.063,11.916,12.594,,,
2017,6/8/2017,0:00,6/8/2017 0:00,7,,8.879,11.041,11.722,,,
2017,6/8/2017,1:00,6/8/2017 1:00,6,,7.983,10.259,10.846,,,
2017,6/8/2017,2:00,6/8/2017 2:00,6,,7.079,9.571,9.965,,,
2017,6/8/2017,3:00,6/8/2017 3:00,5,,6.37,8.879,9.077,,,
2017,6/8/2017,4:00,6/8/2017 4:00,4,,6.268,8.182,8.382,,,
2017,6/8/2017,5:00,6/8/2017 5:00,4,,6.37,7.582,7.882,,,
2017,6/8/2017,6:00,6/8/2017 6:00,5,,6.674,7.079,7.582,,,
2017,6/8/2017,7:00,6/8/2017 7:00,6,,7.381,7.582,7.682,,,
2017,6/8/2017,8:00,6/8/2017 8:00,7,,8.382,8.779,7.983,,,
2017,6/8/2017,9:00,6/8/2017 9:00,8,,9.669,9.768,8.481,,,
2017,6/8/2017,10:00,6/8/2017 10:00,10,,10.846,11.139,9.275,,,
2017,6/8/2017,11:00,6/8/2017 11:00,10,,12.207,12.594,10.161,,,
2017,6/8/2017,12:00,6/8/2017 12:00,12,,13.558,14.804,11.139,,,
2017,6/8/2017,13:00,6/8/2017 13:00,13,,14.421,16.999,11.916,,,
2017,6/8/2017,14:00,6/8/2017 14:00,14,,14.996,18.806,12.787,,,
2017,6/8/2017,15:00,6/8/2017 15:00,14,,15.473,20.043,13.076,,,
2017,6/8/2017,16:00,6/8/2017 16:00,12,,15.76,19.758,13.558,,,
2017,6/8/2017,17:00,6/8/2017 17:00,12,,15.378,18.996,14.038,,,
2017,6/8/2017,18:00,6/8/2017 18:00,11,,14.613,19.092,14.325,,,
2017,6/8/2017,19:00,6/8/2017 19:00,11,,14.709,18.236,14.23,,,
2017,6/8/2017,20:00,6/8/2017 20:00,9,,13.365,16.999,14.038,,,
2017,6/8/2017,21:00,6/8/2017 21:00,8,,12.11,15.855,13.461,,,
2017,6/8/2017,22:00,6/8/2017 22:00,7,,10.846,14.804,12.69,,,
2017,6/8/2017,23:00,6/8/2017 23:00,7,,9.571,13.75,12.11,,,
2017,6/9/2017,0:00,6/9/2017 0:00,7,,8.481,12.594,11.431,,,
2017,6/9/2017,1:00,6/9/2017 1:00,6,,7.381,11.625,10.553,,,
2017,6/9/2017,2:00,6/9/2017 2:00,6,,6.674,10.846,9.669,,,
2017,6/9/2017,3:00,6/9/2017 3:00,5,,6.166,10.259,9.077,,,
2017,6/9/2017,4:00,6/9/2017 4:00,5,,5.962,9.669,8.481,,,
2017,6/9/2017,5:00,6/9/2017 5:00,5,,6.37,9.373,8.082,,,
2017,6/9/2017,6:00,6/9/2017 6:00,5,,6.37,9.176,7.983,,,
2017,6/9/2017,7:00,6/9/2017 7:00,5,,6.674,9.275,7.983,,,
2017,6/9/2017,8:00,6/9/2017 8:00,5,,7.381,9.669,8.182,,,
2017,6/9/2017,9:00,6/9/2017 9:00,6,,8.581,10.455,8.68,,,
2017,6/9/2017,10:00,6/9/2017 10:00,6,,9.669,11.139,9.176,,,
2017,6/9/2017,11:00,6/9/2017 11:00,7,,10.846,11.819,10.455,,,
2017,6/9/2017,12:00,6/9/2017 12:00,8,,12.207,12.69,11.041,,,
2017,6/9/2017,13:00,6/9/2017 13:00,10,,12.013,14.038,11.041,,,
2017,6/9/2017,14:00,6/9/2017 14:00,12,,12.497,15.473,11.528,,,
2017,6/9/2017,15:00,6/9/2017 15:00,10,,13.558,15.951,12.207,,,
2017,6/9/2017,16:00,6/9/2017 16:00,11,,14.038,15.855,12.401,,,
2017,6/9/2017,17:00,6/9/2017 17:00,13,,12.883,15.664,12.98,,,
2017,6/9/2017,18:00,6/9/2017 18:00,14,,12.11,15.091,13.076,,,
2017,6/9/2017,19:00,6/9/2017 19:00,14,,12.304,14.709,13.173,,,
2017,6/9/2017,20:00,6/9/2017 20:00,14,,11.334,13.365,13.076,,,
2017,6/9/2017,21:00,6/9/2017 21:00,12,,10.161,11.916,12.69,,,
2017,6/9/2017,22:00,6/9/2017 22:00,10,,8.68,10.748,11.916,,,
2017,6/9/2017,23:00,6/9/2017 23:00,8,,7.582,9.768,10.944,,,
2017,6/10/2017,0:00,6/10/2017 0:00,7,,6.674,8.879,9.965,,,
2017,6/10/2017,1:00,6/10/2017 1:00,6,,5.962,8.182,9.176,,,
2017,6/10/2017,2:00,6/10/2017 2:00,5,,5.45,7.481,8.481,,,
2017,6/10/2017,3:00,6/10/2017 3:00,4,,4.934,6.978,7.882,,,
2017,6/10/2017,4:00,6/10/2017 4:00,4,,4.831,6.37,7.381,,,
2017,6/10/2017,5:00,6/10/2017 5:00,6,,5.037,6.166,6.978,,,
2017,6/10/2017,6:00,6/10/2017 6:00,7,,5.244,6.37,6.775,,,
2017,6/10/2017,7:00,6/10/2017 7:00,8,,5.45,6.674,6.877,,,
2017,6/10/2017,8:00,6/10/2017 8:00,9,,5.962,7.582,7.28,,,
2017,6/10/2017,9:00,6/10/2017 9:00,12,,6.775,9.571,7.983,,,
2017,6/10/2017,10:00,6/10/2017 10:00,12,,7.882,11.528,8.879,,,
2017,6/10/2017,11:00,6/10/2017 11:00,13,,8.879,13.076,9.768,,,
2017,6/10/2017,12:00,6/10/2017 12:00,14,,9.768,14.134,10.846,,,
2017,6/10/2017,13:00,6/10/2017 13:00,14,,10.357,15.76,11.625,,,
2017,6/10/2017,14:00,6/10/2017 14:00,15,,10.846,17.189,12.497,,,
2017,6/10/2017,15:00,6/10/2017 15:00,16,,13.076,17.95,12.69,,,
2017,6/10/2017,16:00,6/10/2017 16:00,15,,12.497,18.14,12.98,,,
2017,6/10/2017,17:00,6/10/2017 17:00,15,,12.594,17.665,13.365,,,
2017,6/10/2017,18:00,6/10/2017 18:00,15,,12.304,16.618,13.461,,,
2017,6/10/2017,19:00,6/10/2017 19:00,15,,11.916,15.76,13.365,,,
2017,6/10/2017,20:00,6/10/2017 20:00,15,,11.431,14.996,13.076,,,
2017,6/10/2017,21:00,6/10/2017 21:00,14,,11.041,13.942,12.69,,,
2017,6/10/2017,22:00,6/10/2017 22:00,13,,10.651,12.883,12.013,,,
2017,6/10/2017,23:00,6/10/2017 23:00,14,,10.161,11.916,11.431,,,
2017,6/11/2017,0:00,6/11/2017 0:00,12,,9.768,11.334,10.651,,,
2017,6/11/2017,1:00,6/11/2017 1:00,12,,9.275,10.651,9.965,,,
2017,6/11/2017,2:00,6/11/2017 2:00,12,,8.879,10.161,9.373,,,
2017,6/11/2017,3:00,6/11/2017 3:00,11,,8.581,9.669,8.879,,,
2017,6/11/2017,4:00,6/11/2017 4:00,11,,8.182,9.373,8.481,,,
2017,6/11/2017,5:00,6/11/2017 5:00,11,,8.182,9.077,8.182,,,
2017,6/11/2017,6:00,6/11/2017 6:00,11,,8.082,9.077,8.082,,,
2017,6/11/2017,7:00,6/11/2017 7:00,11,,8.082,9.373,8.182,,,
2017,6/11/2017,8:00,6/11/2017 8:00,11,,8.082,9.571,8.182,,,
2017,6/11/2017,9:00,6/11/2017 9:00,11,,8.182,9.866,8.481,,,
2017,6/11/2017,10:00,6/11/2017 10:00,13,,8.581,10.944,8.779,,,
2017,6/11/2017,11:00,6/11/2017 11:00,15,,8.879,12.594,9.275,,,
2017,6/11/2017,12:00,6/11/2017 12:00,15,,9.275,13.654,9.866,,,
2017,6/11/2017,13:00,6/11/2017 13:00,11,,9.965,13.654,10.553,,,
2017,6/11/2017,14:00,6/11/2017 14:00,12,,10.357,13.654,10.944,,,
2017,6/11/2017,15:00,6/11/2017 15:00,12,,10.651,14.421,11.334,,,
2017,6/11/2017,16:00,6/11/2017 16:00,11,,10.944,14.134,11.625,,,
2017,6/11/2017,17:00,6/11/2017 17:00,12,,11.041,14.709,12.013,,,
2017,6/11/2017,18:00,6/11/2017 18:00,11,,11.139,14.134,11.916,,,
2017,6/11/2017,19:00,6/11/2017 19:00,11,,10.944,13.558,11.916,,,
2017,6/11/2017,20:00,6/11/2017 20:00,10,,10.846,12.883,11.819,,,
2017,6/11/2017,21:00,6/11/2017 21:00,9,,10.553,12.207,11.528,,,
2017,6/11/2017,22:00,6/11/2017 22:00,9,,10.161,11.334,11.236,,,
2017,6/11/2017,23:00,6/11/2017 23:00,9,,9.669,10.651,10.748,,,
2017,6/12/2017,0:00,6/12/2017 0:00,9,,9.077,9.965,10.063,,,
2017,6/12/2017,1:00,6/12/2017 1:00,6,,8.481,8.581,9.176,,,
2017,6/12/2017,2:00,6/12/2017 2:00,5,,7.983,7.481,8.382,,,
2017,6/12/2017,3:00,6/12/2017 3:00,4,,7.582,6.573,7.882,,,
2017,6/12/2017,4:00,6/12/2017 4:00,4,,7.28,6.268,7.381,,,
2017,6/12/2017,5:00,6/12/2017 5:00,4,,7.179,6.064,6.978,,,
2017,6/12/2017,6:00,6/12/2017 6:00,4,,7.179,6.166,6.877,,,
2017,6/12/2017,7:00,6/12/2017 7:00,7,,7.481,7.381,7.079,,,
